comment,sentiment,model,video_id,reviewed
"tôi đã vào VF7 bản lái thử ngồi, các hộc nhỏ, da ghế mềm và màu ghi cơ bản. nhưng nói chung khoang rộng, các mặt nhựa cũng dc gia công mài cơ bản chắc chưa  phải bản độ. tăng tốc thì khoảng 6-8 giây 100km. các chế độ chuẩn adas, màn hình tốc độ trên gương...nói chung vào bên trong ngồi thì đơn giản, nhìn bên ngoài thì cầu kì và đặc biệt nắp cốp sau bằng nhựa nếu có xe máy va chạm có thể bể nứt. ngoại hình thì ngầu và đẹp sơn đẹp. quãng đường cũng khá thuận lợi trên 380 km là rất tiện, tức ai đi ít thì 1 tháng mới sạc khoảng 1-2 lần đầy. Dĩ nhiên chỉ sạc tới 92%",,VF7,b8mtVV98MPY,false
"Xe vf7 rất đẹp và mạnh, có sự khác biệt riêng, đủ lúa là mình mua ngay không chần chừ.",,VF7,b8mtVV98MPY,false
"Kênh hay,làm những gì hành khách thích",,VF7,b8mtVV98MPY,false
Kênh này đánh giá khá khách quan. Mình không thích xem Autodaily và Xehay vì sặc mùi quảng cáo nên người xem không có được  những thông tin cần thiết như kênh này. Thank bác,,VF7,b8mtVV98MPY,false
Cảm ơn bác đã ủng hộ nhé!,,VF7,b8mtVV98MPY,false
Cảm ơn bác đã ủng hộ kênh Tipcar nhé!,,VF7,b8mtVV98MPY,false
"xe giá cao quá, chỉ dành cho người có điều kiện mua để trải nghiệm. còn gia đình nào mua xe lần đầu mà phải đong đếm, chắt góp thì cứ mua hãng có tên tuổi trên thế giới cho chắc.",,VF7,b8mtVV98MPY,false
"@duyanh3127  công nhận, xe nội địa mà giá cao quá.",,VF7,b8mtVV98MPY,false
​ @duyanh3127  tôi nếu chắt góp thì cũng mua vin. Người hàn nào cũng như ông thì họ đã làm thuê rồi ko còn huyndai kia đâu,,VF7,b8mtVV98MPY,false
"​ @duyanh3127  giá xe cao ko chỉ do việc nhập linh kiện đâu bn , nó còn liên quan tới thuế của chính phủ",,VF7,b8mtVV98MPY,false
"mình chê mấy cái cần gạt xi nhan vs gạt nước nhấn mấy lần mới đc , thêm cái trần hơi thấp với cửa sổ ghế lái 2 bên hơi nhỏ ngồi nhìn gương bị giới hạn tầm nhìn quá nhiều",,VF7,b8mtVV98MPY,false
Tại sao ADAS lại thua E34? Bác nhầm lẫn gì không?,,VF7,b8mtVV98MPY,false
@car8886  vì chưa kích hoạt gì cả có lẽ phai vài tháng nữa bác,,VF7,b8mtVV98MPY,false
Quạt điều hòa kêu to là do điều hòa điện là vậy đó. Hok kêu to thì kém mát,,VF7,b8mtVV98MPY,false
Hàn quốc nào toàn huyndai với kia? Nó ít xe nhật thôi chứ xe âu mỹ đầy,,VF7,b8mtVV98MPY,false
Ủng hộ mà giá trên trời tầm 800tr thì mua con chớ 1 tỷ thì thôi,,VF7,b8mtVV98MPY,false
"Hàn Quốc giúp Hyundai và Kia phát triển ngày này , nhưng cũng nhấn chìm ô tô Samsung và thậm chí chính Kia trước đây đó ạ , tiêu dùng thì nên vì những giá trị thực tiễn chứ đừng nghĩ đến những thứ không có thật",,VF7,b8mtVV98MPY,false
"@ thôi, tiền nào của đó. 800tr về mà xe cùi thì lại chê này chê nọ thì thà bán 1 tỷ cho đại gia mua",,VF7,b8mtVV98MPY,false
Chúc bác cuối tuần vui vẻ nhé!,,VF7,b8mtVV98MPY,false
"autodaily nói lải nhải, chậm rề nghe khó chịu, e bỏ lâu rồi",,VF7,b8mtVV98MPY,false
"Dạo này thấy chập , cháy nổ , tai nạn liên tục , vin uy tín đấy",,VF7,b8mtVV98MPY,false
Người thông minh hiểu biết và tài giỏi họ sẽ mua Vin,,VF7,b8mtVV98MPY,false
Thêm màng hình dướu vô lăng nữa đẹp hơn,,VF7,b8mtVV98MPY,false
"Em thấy máu vf7 đẹp hơn cả vt vf8 và vf 9 luôn. Rất phong cách ,trẻ và  sang trọng",,VF7,b8mtVV98MPY,false
Công nhận các xe Vin có cột A to thật. Cái xe Fadil của vợ mình cũng thấy chắn hết tầm nhìn,,VF7,b8mtVV98MPY,false
Cái cửa sổ hàng 2 bé tý thế mà không chê hả Ad :),,VF7,b8mtVV98MPY,false
ủng hộ vin,,VF7,b8mtVV98MPY,false
"tipcar ơi, sao xe này lại là xe thử nghiệm nhỉ, do bản xe tipcar đi là xe test của hãng hay sao ạ? chứ mình thấy vf bán mã này lâu lắm rồi mà",,VF7,b8mtVV98MPY,false
Tôi thích tất cả các xe điện vinfast. Tôi đã mua 1vf3. Sang năm mua vf7. Đi nhẹ k có mùi xăng. Tiết kiệm chi phí. Thế hợp ý tôi r,,VF7,b8mtVV98MPY,false
Vin chỉnh lại hình dáng vuông vắn thay vì bo tròn cái đầu - như xe xăng chắc sẽ đẹp hơn,,VF7,b8mtVV98MPY,false
Ghế sau có thể làm cao lên và ngả nữa ra sau thì sẽ không bị ngồi xổm. Không gian xe rộng nên thoải mái để làm vậy,,VF7,b8mtVV98MPY,false
e vừa cọc vf7 :D thứ 5 này lấy xe.. háo hức quá :)),,VF7,b8mtVV98MPY,false
"từ hồi ra mắt chiếc này e mê luôn, ko đủ tiền mua mới nhưng vẫn hi vọng sẽ xúc dc e này lướt.",,VF7,b8mtVV98MPY,false
"Xe này đẹp hơn các xe cùng tầm giá, máy thì rất mạnh, không xe nào 1 tỏi có máy như vậy. Ghế ngồi êm và sướng. Chê các hộc đồ bé quá",,VF7,b8mtVV98MPY,false
Vinfast được mỗi cái mạnh mà mạnh quá ở đường xá Việt Nam thì không thể tận dụng hết được,,VF7,b8mtVV98MPY,false
"chê cái cửa sổ trời toàn tập ,đi ngày mát với mưa ko sao nhưng đi những ngày nắng gắt người ngồi sau rất mệt chưa kể cửa sổ bé trần thấp khó quan sát",,VF7,b8mtVV98MPY,false
Nói chung xe điện chỉ VF 8 và VF9 đi và ngồi sau cũng sướng thôi sang năm vinfast mà ra dòng MPV nữa thì ngon,,VF7,b8mtVV98MPY,false
Mọi thứ đều ổn nhưng ko hiểu sao ghế sau chán thực sự. không biết đã có phương án nào khắc chế chưa bác nhỉ?,,VF7,b8mtVV98MPY,false
"Mong bác Vượng đóng cái trạm sạc ở Huyện quá  🤣🤣Tiếc không có, muốn múc cũng khó.",,VF7,b8mtVV98MPY,false
Mh mới lái thử con này. Công nhận cột A to hơn cột đình ý trông chắc vãi kk,,VF7,b8mtVV98MPY,false
Chúc bác sớm toại nguyện nhé!,,VF7,b8mtVV98MPY,false
Khi có tiền chắc chắn tôi sẽ mua!,,VF7,b8mtVV98MPY,false
E đang dùng xe xăng của vf . Công nhận nội thất vf rất ít mùi,,VF7,b8mtVV98MPY,false
Màu đen nhìn ngầu quá,,VF7,b8mtVV98MPY,false
"TipCar cho mình xin ý kiến tham khảo, nhà mình có 2 vợ chồng và một con nhỏ, thỉnh thoảng về quê khoảng 200km và chở ông bà đi cùng. Cùng tầm giá, mình phân vân VF7 Plus và HRV eHEV, vấn đề sạc không phải vấn đề lớn. Cho mình hỏi nên chọn xe nào ạ",,VF7,b8mtVV98MPY,false
"Tôi đg chạy xe Vin, cũng chả chê gì ngoài ghét nó bé, ngắn ( fadil )",,VF7,b8mtVV98MPY,false
Chào Tiếp ka nhờ    Tiếp ka tư vấn dum lắp và cầu sau xe san ta p giá tiền  bao vậy Tiếp ka nhờ Tiếp ka nói giá đùm cảm ơn bạn,,VF7,b8mtVV98MPY,false
Mình thích mẫu này và chỉ số động cơ đáng mơ ước cho người thích lái.Mỗi tội giá hơi cao hy vọng sau này có thể mềm tí cho dễ tiếp cận. Tks VF đã đưa ô tô công nghệ đến gần vs người dân.,,VF7,b8mtVV98MPY,false
"Đẹp, trẻ trung",,VF7,b8mtVV98MPY,false
"Anh giải thích rõ ràng và rất tỉ mỉ.
Gia đình em đang cân nhắc mua chiếc vf7 này, hoặc thêm nữa để mua vf9 luôn.",,VF7,b8mtVV98MPY,false
"Đã thấy chạy ở sg, nhìn to, cảm nhận thiết kế bên ngoài đẹp hơn các loại vf khác: 10/10
Chưa chiêm ngưỡng nội thất.",,VF7,b8mtVV98MPY,false
Vài năm nữa sản phẩm được hoàn thiện thì ngon,,VF7,b8mtVV98MPY,false
Chưa cảm tình với xe điện của vinfat cho đến khi xem tipcar làm video này đã thay đổi hoàn toàn về  suy nghĩ và muốn sở hữu luôn vf7 ngay,,VF7,b8mtVV98MPY,false
Vãi linh hồn đã bán chạy ngoài đường rồi mà còn thử nghiệm là sao ui lại làm jerry bạn thằng tom nữa.,,VF7,b8mtVV98MPY,false
"thực sự là nghe nó hơi chênh lệch nhưng mà e đang thực sự quá đắn đo giữa VF7, Sorento 2025 và Santafe 2025",,VF7,b8mtVV98MPY,false
"BÁC REVIEW MÀ K MƯỢN BẢN THƯƠNG MẠI , CHỨ BẢN DEMO SAO ỔN BẰNG BẢN MỚI DC",,VF7,b8mtVV98MPY,false
Xe này rất đẹp,,VF7,b8mtVV98MPY,false
Điều hoà mát sâu vì lập trình ưu tiên làm mát cabin không tối ưu mát pin nữa. Tuổi thọ pin giảm nhanh thôi.,,VF7,b8mtVV98MPY,false
"Chúc tất cả mọi người tháng mới may mắn bình an và mua xe ô tô, chúng ta sẽ luân ưng ý và hài lòng",,VF7,b8mtVV98MPY,false
"Ai mà mê lái BMW, Audi, Porsche mà không đủ tiền với tới mấy con này thì VF7 plus là lựa chọn phù hợp nhất ! 😁",,VF7,b8mtVV98MPY,false
"Thế mua mua corolla cross cho rẻ, an toàn và lái đầm chắc :))",,VF7,b8mtVV98MPY,false
Thêm khéo gấp đôi á ông :))),,VF7,b8mtVV98MPY,false
Nhìn to? Con này thuộc dạng nhỏ con trong phân khúc C nha bạn hiền,,VF7,b8mtVV98MPY,false
Đi rồi sẽ ghiền xe điện đấy bạn ❤❤❤,,VF7,b8mtVV98MPY,false
Chuẩn nếu thíc chạy hỗn. Đềpa 0-100 hơn 5s cũng same câyen,,VF7,b8mtVV98MPY,false
Nhưng mà tiền đâu ra b ơi nuôi k dễ chút nào,,VF7,b8mtVV98MPY,false
"​​ @thuongnguyencreator tôi đã từng đi cả Cayenne, Audi A8  & VF8 tôi thấy (ý kiến cá nhân) VF8 nhanh , bốc và lướt hơn đó 😅 chỉ cái sạc lâu thôi. Còn nói sướng thì mỗi cái sướng 1 kiểu tùy cảm nhận và sở thích. Ông đã đi cái xe nào trong 3 cái xe kia???",,VF7,b8mtVV98MPY,false
"​ @BigGeorge2024 xe điện thì vế gia tốc nó nhanh r bác cái đó k phài bàn. Nhg ngoài tốc độ ra handling lực down force hay sở thích cá nhân nữa. Con ev6 gt hay hyundai ioniq 5n nó nhanh hơn siêu xe, hiện giờ nó đang là xe điện nhanh nhất thế giới (trường đua Nurburring với 7 phút 45 còn nhanh hơn Taycan và model S plaid nữa) nhg ko ai coi xe điện là siêu xe cả 😂",,VF7,b8mtVV98MPY,false
Bác VA làm video rất chất lượng. Mỗi lần leo dốc có cảnh quay xe leo dốc vào cua. Chứng tỏ ekip đã phải phi xe máy lên trước từng khúc đặt máy quay rồi mới lái xe qua đúng ko bác?,,VF7,b8mtVV98MPY,false
Vf7 này có vị trí để bánh dự phòng không bác,,VF7,b8mtVV98MPY,false
"Chờ VF wild dài cả cổ 😅😅😅 
Không ra sớm t lấy triton 2024 🎉",,VF7,b8mtVV98MPY,false
"ủng hộ kênh của anh, không như mấy kênh TRIỆU follow, sặc mùi định hướng và tâng bốc.",,VF7,b8mtVV98MPY,false
Xịn đấy nhưng e chỉ đủ tiền với vf5,,VF7,b8mtVV98MPY,false
Vf 7 có bị lỗi nhiều ko ạ.có khó lái ko ạ.e cũng muốn mua vf7 để chạy dv lúc rảnh,,VF7,b8mtVV98MPY,false
Đây là chiếc xe tôi nghĩ là có tương lai nhất của nhà VF,,VF7,b8mtVV98MPY,false
"Xe này ngoài phần chỉnh số bằng nút bấm thì k chê gì. Có điều mình k hiểu lắm là tại sao bản 2 mô tơ thì có thể lắp cả trước và sau, nhưng bản 1 mô tơ thì k ưu tiên dẫn động cầu sau mà lại là cầu trước?",,VF7,b8mtVV98MPY,false
"Đã lái thử. Là 1 người trên phương diện đi crv đã 10 năm muốn lên con xe điện để trải nghiệm thì mình có mấy ý như sau 
- không gian ko rộng, chiều cao trần thấp, hàng sau bí vì do thiết kế xe như vậy
- hoàn thiện nội thất nói thẳng ra là ko đáng với con xe 1.2 tỷ bản mua pin. Nhìn nó ko xứng. Ngang cỡ con vf6
- cảm giác lái thì độ xiết vô lăng nó hơi vô lý xí. Lúc bắt đầu thì nhẹ tênh. Bắt đầu chạy thì bắt đầu nó nặng hơi quá đáng. 50km/h mà nó siết như chạy 100km/h vậy. Vần vô lăng lâu dài thì ko thấy thoải mái lắm. Riêng cảm giác cầm vô lăng thì lại thích. Độ nhạy và chuẩn xác thì ok. 8/10. 
- con xe dễ làm quen. Tầm nhìn trước thoáng, 2 bên hẹp. Riêng vụ phanh tái sinh thì nếu vinfast chia 5 mức là đẹp hơn. Mức 2 thì hơi thiếu. Mức 3 thì quá mạnh. Đã để mức 2 lúc phanh thì nó trôi 1 cách sợ sợ. Chắc quen thì sẽ khác. 
- động cơ thì ko nói rồi. Xe điện mà. Siêu khoẻ và ngọt. Ai mà nghiện tốc độ thì chắc chắc sẽ kết ngay,
- dàn chân cứng cáp. Êm nhưng vẫn bồng bềnh, dập tắt dao động ko nhanh lắm. Tầm giá này ko đòi hỏi đc nhiều. 
- thân vỏ vs cách âm tốt. Chắc nịch. Vấn đề này thì Vinfast làm tốt xưa giờ ai cũng biết
Tóm lại. Xe Vf7 ngon ko?  Thưa rằng là ngon. Đáng từng xu ko? Thưa rằng là ko. Tầm giá đó có quá nhiều lựa chọn. Nhưng cái cảm giác lái con VF7 mang lại đúng sướng. Chắc chắn sẽ mua 1 con Vinfast EV. Nhưng hiện tại thì ko",,VF7,b8mtVV98MPY,false
"VF8 đã trở thành xe taxi, nên nhiều người sẽ lựa chọn VF7.",,VF7,b8mtVV98MPY,false
"400km 1 lần sạc là đi tầm 4-5 tiếng sạc 1 lần nếu chạy cao tốc. tôi lái xe ko bao h ngồi đc quá 4 tiếng đau đít lắm. lái tầm 4 tiếng nghỉ tranh thủ sạc là ổn rồi. quan trọng là trạm sạc thôi. mà vin thì trạm sạc cũng ổn( ổn thôi chứ chưa dày, hi vọng trạm sạc mọc dày hơn).",,VF7,b8mtVV98MPY,false
"Giá này thì vinfast bán cho GSM chạy taxi tiếp nha. Tay phải bán qua tay trái, tự sx tự kinh doanh tự lái lun kkkk",,VF7,b8mtVV98MPY,false
xe điện nào của Vin đều bị lỗi tắt máy khởi động lại k được hoặc bị treo. Phải tháo cực âm ra 10-15p rồi cắm lại 😂😅,,VF7,b8mtVV98MPY,false
2 động cơ thì chắc quá mạnh rồi,,VF7,b8mtVV98MPY,false
68dB là bằng cái quạt điện senko ở gió thấp. Ồn dữ chưa,,VF7,b8mtVV98MPY,false
Vf7 nhìn ngoài bao đẹp luôn.nhất là phần đuôi sau,,VF7,b8mtVV98MPY,false
"Nói thật chiếc vf7 này là chiếc mình mong đợi nhất, nhưng khi nó ra mình mới coi trên youtube thoi là mình ko còn thích rồi, ngoại hình bị cắt xén làm nó thay đổi wa nhìu, ko còn nhìn ngầu như chiếc concept, xe bị cắt ngang cắt dọc làm nhìn thấy giống hatback hơn là  1 chiếc suv thể thao như chiếc concept, nhìn tếu tếu chứ ko còn ngầu.",,VF7,b8mtVV98MPY,false
Chiều dài cơ sở dài thì xoay chuyễn trong phố  kó khăn,,VF7,b8mtVV98MPY,false
Người có tiền mua xe bình dân sẽ mua xe ngoại..giá này chỉ cho ng nhiều tiền hay thay đổi xe,,VF7,b8mtVV98MPY,false
"Có nhiều tình huống bác ạ. Có tình huống thì thuê xe máy, có trường hợp thì các bạn di chuyển chạy bộ, có trường hợp thì xe đưa các bạn đến rồi đi lại vài lần để ghi hình, có trường hợp thì bay Flycam.",,VF7,b8mtVV98MPY,false
@TipcarTV  Kỳ công vậy thảo nào Tipcar luôn tạo ra được các video chỉ quanh 10p mà đưa được rất nhiều các thông tin khung hình chất lượng,,VF7,b8mtVV98MPY,false
"Em cũng giống bác, trước định lấy vf6 mà khi vào khoang nội thất thấy thì chán luôn, chưa kể hàng 2 ngồi vừa không đỡ được chân lại không có khoảng để duỗi chân thoải mái như xe xăng vì ghế xe làm sát với sàn xe luôn. Thiết kế đẹp nhưng chưa hài hòa với không gian bên trong. Phần mêm làm cũng chưa ổn định, nhất là khi hãm tốc độ. Nói chung vf còn nhiều điều phải làm cho các phiên bản sau",,VF7,b8mtVV98MPY,false
"@NguyenTuan-ct5wm  đúng luôn bác, hàng ghế sau thiết kế không tối ưu, mặt ghế quá gần sàn nên ko có độ nâng đỡ chân như xe khác, ngồi lâu rất khó chịu, cái này phải cải thiện nhiều.",,VF7,b8mtVV98MPY,false
Nhận xét chuẩn xác. Công tâm,,VF7,b8mtVV98MPY,false
"Do thiết kế cho gầm cao lên nên vin cải lùi thui, chứ e34 thì ngồi thoải mái chứ ko như mấy con đời sau, vf5-6-7-9 đều thiết kế tư thế ko thoải mái",,VF7,b8mtVV98MPY,false
"cần gạt đèn ko nhạy nhiều khi tắt mở phải bấm mấy lần mới đc , cửa sổ nhỏ che luôn gương hậu , trần thấp làm cho quan sát ko đc tốt lắm , nói chung là tệ 7/10",,VF7,b8mtVV98MPY,false
Tôi củng đi con cx5 đc 7 năm. Củng đang lăn tăn tính đổi gió sang con này. Giờ chỉ đợi thêm tg cho VF tinh chỉnh thêm phần mềm các kiểu rồi sẽ đổi thôi. Nghe b cmt vậy củng yên tâm phần nào,,VF7,b8mtVV98MPY,false
giờ giá nó còn 800tr thì có ngon ko bác :v,,VF7,b8mtVV98MPY,false
Minh cũng chờ hoàn thiện nữa ui mua.,,VF7,b8mtVV98MPY,false
"nội thất Vin vẫn chưa được ổn lắm, nhưng về cảm giác lái và thân vỏ thì ok!",,VF7,b8mtVV98MPY,false
"Có cùng ý kiến với bác...sẽ mua nhưng không phải hiện tại, còn quá nhiều thứ để Vinfast hoàn thiện.",,VF7,b8mtVV98MPY,false
Xe nào mà xe hoàn thiện hết như ae nói. Đẹp và mạnh và cứng như xe tăng thì  ae phải đánh đổi chứ. Nông dân lại muốn cưới hoa hậu❤❤❤,,VF7,b8mtVV98MPY,false
@doanvinh1088 nông dân nào mà 1ty2,,VF7,b8mtVV98MPY,false
@ sang honda crv thì biết. tầm 1 tỷ hơn thì nhiều sự lựa chọn sáng giá hơn nhiều,,VF7,b8mtVV98MPY,false
Tôi thì lại thấy ngoài đời xấu hơn trên ảnh,,VF7,b8mtVV98MPY,false
"Cái gì cũng có 2 mặt bác ạ, bác chọn cái gì thì đó là sở thích.",,VF7,b8mtVV98MPY,false
Sàn chân hơi cao. Tuy nhiên đây là đặc điểm chung của xe điện. Trắc ngày xưa a nói vậy cho vui,,VF7,b8mtVV98MPY,false
Cái cột A làm to thế quan ngại thật sự. Nhất là thói quen đi xe máy lạ kỳ ở HN và tp.HCM,,VF7,b8mtVV98MPY,false
"Nội thất xấu mà vin ko thay đổi đi , để cái màn hình vênh như bánh đã nướng",,VF7,b8mtVV98MPY,false
"Vin nhìn chán nhất là cái khoảng trống mênh mông  sau vô lăng, thật cho cảm giác ngồi trước cái vô lăng  công nóng đầu ngang.",,VF7,b8mtVV98MPY,false
Tại sao không có ai thử off road vậy ???,,VF7,b8mtVV98MPY,false
Hôm nào rồi bác làm vf 9 nhé,,VF7,b8mtVV98MPY,false
Xe này ko dành cho gia đình mà dành cho dân chơi 😂,,VF7,b8mtVV98MPY,false
Vinfast nên ra thêm các mẫu 7 chỗ giá rẻ sẽ thực dụng hơn ở VN hiện tại!,,VF7,b8mtVV98MPY,false
Ko nói tới tzan sạc,,VF7,b8mtVV98MPY,false
Tay lái mà như Peugeot 3008 thì đẹp,,VF7,b8mtVV98MPY,false
So với mức giá thì khá tốt.phù hợp với tính thể thao. Đủ tiền sẽ mua e nó,,VF7,b8mtVV98MPY,false
"Trắng Auto làm video về VF7 có hơn 1000 lần khen ""quá đẹp"" trong 1 video.  Vinfast cũng là 1 sản phẩm thương mại. Không thể nói là chê là không yêu nước. Chả liên quan mẹ gì",,VF7,b8mtVV98MPY,false
Vf7plus phân bổ 2 cầu 50/50 thì xe xăng xin cái tuổi :))))),,VF7,b8mtVV98MPY,false
Không có gì để khen ngoại trừ 2 yếu tố Cảm Giác Lái và Mã Lực mạnh. Còn lại ko khác gì .... à mà thôi,,VF7,b8mtVV98MPY,false
"em góp ý bác, chiếc xe này thiết kế theo phong cách thể thao, bác phải nhấn mạnh việc đó, thể thao thì ko thể đòi vừa sport vừa rộng mọi thứ được (đó là hướng thiết kế gia đinh)",,VF7,b8mtVV98MPY,false
Thấy ở ngoài 1 lần. Cái nắp cabo làm 2 đuờng gân góc chạy dọc nắp cabo nhìn sẽ đẹp hơn,,VF7,b8mtVV98MPY,false
Con xe đáng mua nhất của VF. Vì nó rẻ hơn VF9 😂,,VF7,b8mtVV98MPY,false
"Cái ghế nên mỏng lại xíu nữa, xem bác Việt Anh lái mà toàn thấy cái ghế😂, mà nhìn ngang giống mấy chiếc moning kéo dài...",,VF7,b8mtVV98MPY,false
"Ngoại thất đẹp, nội thất xấu, lái sướng, ngồi sau chán, giá đắt.",,VF7,b8mtVV98MPY,false
"Cả người rì viu và người xem đều thiếu hiểu biết chứ sao, nó làm cột A to vậy để điểm an toàn nó cao, lúc bị kẹp thịt với rúc  gầm xe tải mới bảo toàn được tính mạng.",,VF7,b8mtVV98MPY,false
Chả hiểu trống hoác thế làm gì cụ nhỉ,,VF7,b8mtVV98MPY,false
Vf9 có video rồi bác ạ.,,VF7,b8mtVV98MPY,false
Giờ ra rồi đó b 😊,,VF7,b8mtVV98MPY,false
"Trắng là cộng tác truyền thông mà, TRC thấy chụp ảnh vs ông Vượng",,VF7,b8mtVV98MPY,false
"Bác đang nói đúng ý em rồi đó, xe này hướng đến thể thao.",,VF7,b8mtVV98MPY,false
"Do người em gầy và mỏng đó bác, nên ngồi cảm giác bị lọt.",,VF7,b8mtVV98MPY,false
Rẻ mua toy thân vỏ mềm vì bị cắt bớt vật liệu,,VF7,b8mtVV98MPY,false
@ABEL-0-2  Xe điện mà ồn tương đương xe xăng. Vỏ chắc mỏng hơn cả Toy.,,VF7,b8mtVV98MPY,false
@ABEL-0-2 có tiền mua toyota chưa,,VF7,b8mtVV98MPY,false
"ở vị thế người lái thì giá con này quá rẻ. Còn hàng sau thì hơi cấn nhẹ, phải độ lại ghế 1 tí",,VF7,b8mtVV98MPY,false
"@backcom-fx-exness  hàng sau phải nói là tệ, bạn ngồi thử sẽ thấy ghế hẹp, thấp nên hơi cấn chân, cửa kính sau nhỏ, dưới 1m7 thì ngồi ko nhìn đc ra ngoài, chỉ ngắm lên trời.",,VF7,b8mtVV98MPY,false
Mang con này với con Toy cross ra mà so xem đắt hay rẻ,,VF7,b8mtVV98MPY,false
@ducgiangptit  nhưng con Cross nó bán chạy 😂,,VF7,b8mtVV98MPY,false
"Về nội thất thì em không nói 
Nhưng một số bác cá trê là xe đắt và đi so với mấy con xe nào đó 
em chỉ nhắc nhẹ các bác là vf7 dẫn động 4 bánh toàn thời gian 
Mấy con các bác nhắc tới hình như là dẫn động 2 bánh chước thì phải 
Hai hệ dẫn động em nói trên các bác tự tìm hiểu đi 
Em nghĩ chắc cũng chênh nhau khá nhiều tiền đấy
Công suất thì 349 mã 
Mô men xoắn 500Nm 
Em không biết nó đắt ở chỗ nào 
em nói thật nếu mua mới 
Với giá như vf7 các bác không bao giờ có thể mua được một con xe 349 mã 500Nm và may mắn thì được dẫn động 4 bánh
Khuyên các bác chước khi nói gì thì tìm hiểu cho kỹ",,VF7,b8mtVV98MPY,false
"ngắn gọn, xúc tích",,VF7,b8mtVV98MPY,false
"Bạn nói đúng nhưng vẫn có đứa vô khịa, thật buồn cười đối với nó chắc Vin hoàn hảo không khuyến điểm",,VF7,b8mtVV98MPY,false
Bao nhiêu là hợp lý bác,,VF7,b8mtVV98MPY,false
"@Vf7plus124  thực ra thì nó phụ thuộc nhu cầu bạn sử dụng. Với người dùng xe để phục vụ gia đình như mình thì con này đắt, với tầm tiền 1 tỏi có quá nhiều lựa chọn đi gia đình thoải mái, tiện dụng. Ngược lại vs người thích chơi xe, thích lái bốc thì họ thấy ko đắt.",,VF7,b8mtVV98MPY,false
so với crv.. xem xe nào rẻ,,VF7,b8mtVV98MPY,false
"@t0nydai  crv không gian sử dụng vượt trội hơn, kích thước lớn hơn hẳn, thêm nữa crv cũng là loại ngáo giá.",,VF7,b8mtVV98MPY,false
"​ @t0nydai nhưng CRV nó bán nhiều hơn, nội thất rộng hơn. Ok",,VF7,b8mtVV98MPY,false
Chắc phải giá rẻ như wave tàu mới hợp với ý của bạn. Rẻ còn đòi phải chất,,VF7,b8mtVV98MPY,false
"@thinhngo267  nói giống trẻ lên 3 thế, nó đắt so vs giá trị của nó thôi, cố chấp vậy, rẻ thì đã chạy đầy đường như cx5 rồi:)",,VF7,b8mtVV98MPY,false
Xe điện muốn rẻ mua chiếc tiểu lôi  kìa ông kẹ,,VF7,b8mtVV98MPY,false
"@huyhoangnguyen810  mua vf7 ko, làm clip lên nào, xe rẻ ngon mua đi chứ :)",,VF7,b8mtVV98MPY,false
"Ông  tỉ phú Jack Ma đã từng nói làm hài lòng người giàu thì rễ, còn làm hài lòng người nghèo thì cực kỳ khó,",,VF7,b8mtVV98MPY,false
"@NhansinhMotKiepVoThuong-o4y  người giàu mà lại hài lòng vs vf7 á :). Bớt ngáo lại đi, xe bình dân thôi mà làm như Bim vs Mec",,VF7,b8mtVV98MPY,false
"Xe Vin đẹp  thế , chắc chắn thế mà sao 0 thấy 1 ông lãnh đạo nào hay 1 cơ quan nhà nước nào mua hết vậy ta ? Mà toàn thấy đi xe Nhật , Đức,  Mỹ không vậy",,VF7,b8mtVV98MPY,false
"@Toilakhoahaha  bạn ko thấy họ đi xe vin vì bị mù nha, đừng có mỗi câu đấy",,VF7,b8mtVV98MPY,false
xe này đắt và các mấu nối hàn quá thô. Mình đã trải nghiệm. Tất nhiên là xe thì nên xem xét chất lượng hơn những cái đó ngoại thất k đáng so sánh. Nhưng những cái đó xứng đáng so vs 1ty2 bỏ ra. Trong khi cx5 của mjh mua thì rẻ hơn mà các mấu hàn nối xe đẹp mịn. Mất gì mà hãng k lm mịn rồi sơn lên chứ. Lm mất thẩm mỹ quá mức.,,VF7,b8mtVV98MPY,false
"@xaoxao6597  hoàn thiện của xe vf vốn kém rồi bạn, nhưng người ta cứ lờ đi thôi. Con vf5 nhiều xe đóng cửa còn khó vào, đóng nhứ phá, trải nghiệm xanh sm là hiểu chứ ko phải lỗi 1 2 xe, trên youtube cũng có nhiều video làm rồi.",,VF7,b8mtVV98MPY,false
Vãi cả giá đắt 😂😂,,VF7,b8mtVV98MPY,false
@loongnguyen9363 giá vậy làm con xe nhật còn dư 300 củ để đổ xăng với bảo dưỡng.mấy cái đồ điện càng hiện đại nó càng lỗi.để rồi xem,,VF7,b8mtVV98MPY,false
Commen bất lực :),,VF7,b8mtVV98MPY,false
Có tiền ko😂😂,,VF7,b8mtVV98MPY,false
"@hungao34  lại fan vf nhưng đi xe máy đây à, mua xe làm video lên xem nào :D",,VF7,b8mtVV98MPY,false
Như câu mình vẫn hay nói. Hàng VN giá nên ưu đãi hơn xíu. Chứ giá ngang or cao hơn thương hiệu nước ngoài cứ thấy k đáng tiền. Như những mẫu VF ở ngoài Vn mà giá rẻ hơn VN đúng hài hước.,,VF7,b8mtVV98MPY,false
Hàng tàu nữa,,VF7,b8mtVV98MPY,false
"xe nay ma ong che nua thi toi chiu , giá đắt thì công nhận",,VF7,b8mtVV98MPY,false
